Area,Construction,Room,Warehouse,Parking,Elevator,Address,Price,Description
75,1385,1,False,True,True,۱ روز پیش در ساری | فروش آپارتمان,۱٬۲۳۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">فروش واحد مسکونی

واقع در بر اصلی خیابان قرجه
موقعیت مکانی فوق العاده

۷۵ متری
۲خواب
طبقه ۲نما
پله ها نرم
۱۲واحدی
کف سرامیک
کابینتmdf
ساختمان دو نبش
شیک و تمیز

قیمت:۱/۲۳۰/۰۰۰/۰۰۰

زارع
***********</p>"
152,1397,3,True,True,True,۱ روز پیش در ساری، خیابان نهضت (بلوار ازادی) | فروش آپارتمان,۳٬۵۰۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">یک واحد آپارتمان کلید نخورده
۱۵۲ متر
۳خواب
یک خواب مستر
۶طبقه ۱۱ واحد
طبقه ۵ شرقی
فول امکانات
سند آزاد
کف سرام
مطبخ
فروشنده منعطف
قیمت بسیار مناسب</p>"
165,1381,3,False,False,False,۱ روز پیش در ساری | فروش آپارتمان,۱٬۴۴۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">آپارتمان ۱۶۷ متری دوبلکس
 ۳ خواب 
بسیار خوش نقشه 
کف سرامیک طرح پارکت 
بدون پارکینگ ولی کوچه بزرگ و امن جای پارک دارد
سند منگوله دار مشاع دارد 
زیر قیمت منطقه به دلیل مهاجرت 
مقداری از وسایل خانه هم موجود می‌باشد که جداگانه به فروش می‌رسد 

دپارتمان املاک گَت
***********
********</p>"
100,1400,2,True,True,True,۱ روز پیش در ساری | فروش آپارتمان,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">ملک دارای سند تک برگ می باشد و قابلیت اخذ وام برای خریدار وجود دارد. کلا 3 واحد یعنی در هر طبقه یک واحد و بسیار آرام. واحدهای دیگر مالک می باشند.</p>"
115,1395,2,True,True,True,۱ روز پیش در ساری | فروش آپارتمان,۲٬۴۵۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">۲خواب
طبقه ۳نما
۶طبقه ۱۸واحد
هود و گاز رومیزی
تجهیز
پارکینگ اختصاصی
سلمان فارسی، کوچه متقی
تخلیه
فروش نقدی( تخفیف پای قرارداد)
جهت بازدید تماس حاصل فرمایید</p>"
120,1401,2,True,True,True,۱ روز پیش در ساری، خیابان عبوری (خ. امیر مازندرانی) | فروش آپارتمان,۱٬۸۸۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">یک واحد آپارتمان
نوساز کلید نخورده
۵طبقه ۱۰ واحد
طبقه ۴
فول امکانات
سازنده معتبر و بسیار خوشنام
بهترین متریال
سند آماده جهت امضا
تخفیف جزئی پای معامله
معاوضه ندارد
فروشنده منعطف</p>"
160,1401,3,True,True,True,۱ روز پیش در ساری | فروش آپارتمان,۳٬۱۰۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">آپارتمان فوق بسیار لوکس می باشد
دارای آسانسور، پارکینگ، انباری
3 خوابه
نورگیر بسیار عالی
مستر
6 طبقه 12 واحد
طبقه 4 نما
نقشه خوب
معاوضه به صورت نصف آپارتمان یا ماشین و مابقی به صورت نقد انجام می شود البته قیمت در معاوضه ارزیابی مجدد می شود .

املاک اسکان خ شهابی جنب صرافی سرمایه
***********
***********</p>"
163,1400,3,True,True,True,۱ روز پیش در ساری، خیابان بهمن شرقی (خ. پیروزی) | فروش آپارتمان,۴٬۹۰۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">۱۶۳ متری
۷ طبقه ۷ واحد
طبقه ششم
نوساز و خشک
بهمن شرقی
کد۴۴۷
املاک چهلستون(خ شهابی)
با مدیریت دکتر حسن نژاد</p>"
100,1401,2,True,True,True,۱ روز پیش در ساری | فروش آپارتمان,۲٬۶۰۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">آپارتمان صفر لوکس
۱۰۰ متر خوش نقشه
 فول امکانات
 لابی . آسانسور .پارکینگ اختصاصی . انباری و ...

 مصالح لوکس و برند طبقه ۵ نما 

موقعیت عالی جهت زندگی یا سرمایه گذاری 

 تخفیف جزیی موقع قرارداد 
--------------
 زمانی مشاور شما در امور ملکی 
***********</p>"
126,1397,3,True,True,True,۱ روز پیش در ساری، خیابان پژمان (بلوار کشاورز) | فروش آپارتمان,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,"<p class=""kt-description-row__text kt-description-row__text--primary"">فروش یک واحد اپارتمان تازه ساخت به متراژ۱۲۶ متر_۳خواب_۴طبقه ۴واحد_۳سال ساخت_طبقه اول_فول امکانات_دارای پارکینگ_انباری_اسانسور_کابینت MDF_پکیج روشن و فعال_کمد دیواری_کارشده باهالوژن و نورپردازی شده_نرده استیل خوش نقشه و شیک_ساختمان دو نبش بانورگیر عالی_پارکینگ تا سقف سنگ_قیمت متری ۱۲میلیون تومان_*زیر قیمت*</p>"
